Title,URL,Message,Category
"cek resi paket dari jkt ke bandung, ternyata nyasar ke tasikmalaya..",https://tanyapaket.cekresi.com/question/cek-resi-paket-dari-jkt-ke-bandung-ternyata-nyasar-ke-tasikmalaya/,"hi tadi aku cek resi paket TKP01-ELXP6VK1 dari jakarta tujuan bandung kok statusnya sedang di tasikmalaya.. salah sortir ini yaa, solusinya gimana kak.. thanks",JNT Express
"Paket belum sampai dari tanggal 11 maret 2024, no resi 10008523161439",https://tanyapaket.cekresi.com/question/paket-belum-sampai-dari-tanggal-11-maret-2024-no-resi-10008523161439/,"Paket belum sampai dari tanggal 11 maret 2024, expedisi anter aja, no resi 10008523161439",Anteraja
Paket dengan resi JB0056731817 kenapa tidak bisa dilacak,https://tanyapaket.cekresi.com/question/paket-dengan-resi-jb0056731817-kenapa-tidak-bisa-dilacak/,Kenapa paket saya tidak bisa dilacak JB0056731817,JNT Express
Di mana posisi paket saya???,https://tanyapaket.cekresi.com/question/di-mana-posisi-paket-saya/,"No Resi 004287977524 jasa kirim KARGO .SI CEPAT GOKIL. TANGGAL ESTIMASI TIBA SENIN, 18 MARET 2024. TAPI HINGGA HARI INI RABU, 20 MARET BELUM TIBA JUGA.",Ekspedisi Lainnya
paket nyetuck 2 hari di palembang,https://tanyapaket.cekresi.com/question/paket-nyetuck-2-hari-di-palembang/,no resi PLMEC02792322624,JNE Express
Paket Tidak datang selama 1 bulan lebih,https://tanyapaket.cekresi.com/question/paket-tidak-datang-selama-1-bulan-lebih/,Paket dengan resi 1461942400007848 atas nama Joni Alwi belum datang selama 1 bulan lebih apakah terjadi pergantian resi atau barang hilang apa yang harus saya lakukan,JNE Express
kapan paket saya sampai ya?,https://tanyapaket.cekresi.com/question/kapan-paket-saya-sampai-ya/,paket saya dari tgl 13 knpa blum smpai” ya?,JNT Express
SPXID046864595393,https://tanyapaket.cekresi.com/question/spxid046864595393/,"Belum sampai paketnya, tolong segera deluvery",Shopee Express
Paket nyangkut padahal harusnya sampai 3 hari yang lalu,https://tanyapaket.cekresi.com/question/paket-nyangkut-padahal-harusnya-sampai-3-hari-yang-lalu/,"Paket saya dengan resi JT0248190931 ga bergerak sejak 3 hari yang lalu, customer servicenya cuma bot, sedangkan temen saya yang pengirimannya belakangan, pakai J&T juga malah sampai 2 hari yang lalu. Ini gimana sih pelayanannya? Mau saya samperin sendiri gerainya sambil marah2?",JNT Express
Paket ga bergerak dari Surabaya,https://tanyapaket.cekresi.com/question/paket-ga-bergerak-dari-surabaya/,dari tgl 17 sampe sekarang paket saya masih on processed at sorting centre surabaya dengan no resi TLJR3D9TUPYG6UMW.,JNE Express
PAKET TERTAHAN DI SORTING CENTER PANCORAN MAS,https://tanyapaket.cekresi.com/question/paket-tertahan-di-sorting-center-pancoran-mas/,"Halo, paket saya sejak hari minggu pagi, 17 Maret 2024, pukul 09:24 sudah tiba di Sorting Center Depok (Depok Pancoran Mas). Minggu pagi itu juga, jam 10:21, tertulis statusnya “kurir sudah ditugaskan dan pesanan akan diantar ke pembeli”.Tapi, sampai Selasa Siang, 19 Maret 2024, paket tidak kunjung sampai. Padahal, saya juga tinggal di wilayah Pancoran Mas. Tapi berhari-hari paket tidak bergerak dan tidak ada update.Kenapa bisa tertahan begitu lama?Catt: saya sudah kontak WA Sicepat dan tidak ada respons..",SICEPAT
tidak diterima pemilik,https://tanyapaket.cekresi.com/question/tidak-diterima-pemilik/,"Paket saya dengan resi JD0376721490 dikirim dari malang tgl 12 maret menuju jakarta. status paket melalui track paket “Package has been delivered to pos, Mailing Room (Delivered)” tapi tidak diterima oleh penerima.",JNT Express
paker saya stuck di kota tujuan.,https://tanyapaket.cekresi.com/question/paker-saya-stuck-di-kota-tujuan/,paket udah 9 hari masih aja stuck di kota tujuan. knp sih setiap paket yg pake anteraja pelayanan ga ada yg beres. tolong ditelusuri lagi anteraja cabang procot slawi tegal,Anteraja
status pengiriman dokumen dari tgl 8 Maret tidak bergerak,https://tanyapaket.cekresi.com/question/status-pengiriman-dokumen-dari-tgl-8-maret-tidak-bergerak/,pengiriman dokumen dengan no resi JD0375843418 dari tgl 8 Maret statusnya masih delivered aja gak berubah,JNT Express
Jne lemot katanya sehari lah malah nyetuck,https://tanyapaket.cekresi.com/question/jne-lemot-katanya-sehari-lah-malah-nyetuck/,Paket nyetuck gak gerak no resi 082870005051824,JNE Express
Kapan paket saya sampai,https://tanyapaket.cekresi.com/question/kapan-paket-saya-sampai-61/,"Paket saya dengan nomor resi 440650002891524 dikirim hari Jum’at, 15 Maret 2024 dari Padang, Sumatera Barat dengan tujuan Kota Malang. Setelah kurang lebih 4 hari kenapa belum sampai juga? Kalo bisa diberitahukan status pengirimannya sudah sampai dimana",JNE Express
Paket dgn resi 1307477615 kenapa tidak bisa dilacak perjalanannya,https://tanyapaket.cekresi.com/question/paket-dgn-resi-1307477615-kenapa-tidak-bisa-dilacak-perjalanannya/,"Kenapa ya paket saya dengan no resi 1307477615 tidak bisa dilacak,apakah paket sudah nyampe atau belum yah",JNT Express
Konfirmasi paket,https://tanyapaket.cekresi.com/question/konfirmasi-paket-7/,Izin bertanya paket saya selalu lewat waktu pengiriman. Mohon penjelasannya. No resi 1307147373,JNT Express
Mengapa paket statusnya tertahan?,https://tanyapaket.cekresi.com/question/mengapa-paket-statusnya-tertahan/,"saya sebagai seller, kenapa paket dengan no resi 10008498123779 dari tanggal 5 maret belum jg sampai ya ke cust? setelah di lacak paket tertahan di jakarta utara. mohon bantuannya dan respon cepatnya, terimakasih",Anteraja
Resi Tidak Bisa DiLacak,https://tanyapaket.cekresi.com/question/resi-tidak-bisa-dilacak-128/,Mohon cek resi saya dengan nomor 050900001185724,JNE Express
Paket Tidak Bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7905/,Kapan barang mau dikirim ke alamat tujuan?,Shopee Express
Apakah paket saya sudah dikirim?,https://tanyapaket.cekresi.com/question/apakah-paket-saya-sudah-dikirim-4/,"Halo, status paket saya Dari tgl 12 yg harusnya Sudah sampe di tgl 15 kemarin : RECEIVED AT INBOUND STATION [JNE POSO DRIVER MOBIL]Nomor Resi : TLJC3D65WYYNR4DC",JNE Express
paket dg no resi JX0222305580 ko dri tangal 15masi nyangkut di bandung smpe skarang gk nyampe nyampe,https://tanyapaket.cekresi.com/question/paket-dg-no-resijx0222305580-ko-dri-tangal-15masi-nyangkut-di-bandung-smpe-skarang-gk-nyampe-nyampe/,knp bisa nyangkut gk di kirim² JX0222305580,JNE Express
jangan dikirim dulu ke alamat tujuan,https://tanyapaket.cekresi.com/question/jangan-dikirim-dulu-ke-alamat-tujuan/,"halo min, apakah boleh ganti alamat min? saat paket sdh di shipping? atau kl blm dikirim tolong di hold dlu bisa gak min? makasih",JNT Express
Apakah psket saya sudah di kirim,https://tanyapaket.cekresi.com/question/apakah-psket-saya-sudah-di-kirim/,Udah saya bayar tp paket belim sampek,JNT Express
Paket Stuck Di Gateway Bulkhub udah 3 hari. JT41856531912,https://tanyapaket.cekresi.com/question/paket-stuck-di-gateway-bulkhub-udah-3-hari-jt41856531912/,Paket Stuck Di Gateway Bulkhub udah 3 hari.JT41856531912,JNE Express
"Status sudah terkirim, aket bel diterima",https://tanyapaket.cekresi.com/question/status-sudah-terkirim-aket-bel-diterima/,"5400352108904764Status paket delivered 17Mar 5pm tp sampai sekarang saya blm terimaSalah alamat atau bagaimana, min? Minta bukti foto rumah & foto penerima barangnya & atas nama siapa",JNE Express
paket msh stuck sudah lebih dr 4 hari,https://tanyapaket.cekresi.com/question/paket-msh-stuck-sudah-lebih-dr-4-hari/,paket saya resi JX0212215473 msh stuck belum ada perubahan?,JNT Express
tanya paket berhenti di hub 2 hari tdk bergerak,https://tanyapaket.cekresi.com/question/tanya-paket-berhenti-di-hub-2-hari-tdk-bergerak/,kenapa paket saya tidak bergerak 2 hari berhenti di satu titik,JNE Express
resi di paket tulisan nya pudar jadi kurang jelas untuk saya melihatnya,https://tanyapaket.cekresi.com/question/resi-di-paket-tulisan-nya-pudar-jadi-kurang-jelas-untuk-saya-melihatnya/,"Apabila tidak mengecek menggunakan resi,apakah bisa menggunakan nama?",JNT Cargo
Paket Belum sampai,https://tanyapaket.cekresi.com/question/paket-belum-sampai-2453/,"JD0376511404 belum diterima, keterangan kemarin kurir sudah datang hanya saja tidak ada penerima.",JNT Express
Paket tidak sampai ke alamat tujuan,https://tanyapaket.cekresi.com/question/paket-tidak-sampai-ke-alamat-tujuan-2/,Paket tidak sampai sampai dan tertahan di bandara mas sejak tanggal 11 maret 2024,JNE Express
Paket tertulis sudah sampai namun terntara belum diterima,https://tanyapaket.cekresi.com/question/paket-tertulis-sudah-sampai-namun-terntara-belum-diterima/,Paket berupa bedcover set Kintakun,ID Express
JANGAN PAKAI JNE,https://tanyapaket.cekresi.com/question/jangan-pakai-jne/,"JNE YES SURABAYA – MALANG 3 hari belum sampaiSaya setor barang di Surabaya tgl 16 siang hari, baru masuk sistem di malam harinya. Status resi paket tgl 17 sore TIDAK ADA ORANG DI RUMAH, padahal saya sudah nungguin seharian pintu terbuka0347412400733878Silahkan di cek resi tsb, sangat memalukan, harapan pakai YES sehari sampai ini malah molor 3 hari blm ada kejelasan",JNE Express
paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7904/,PAKET TIDAK BERGERAK AMIEC01743413424,JNE Express
Paket freeze,https://tanyapaket.cekresi.com/question/paket-freeze/,TKP01-WF1L3MD7,SAP Express
Pket tidak bergerak JP 3739811647,https://tanyapaket.cekresi.com/question/pket-tidak-bergerak-jp-3739811647/,Paket tidak bergerak JP3739811647,JNT Express
PAKET TIDAK BERGERAK,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7903/,PAKET TIDAK BERGERAK SEJAK TANGGAL 15 MARET 2024 AMIEC01743413424 DI GUDANG JNE JAKARTA ANGKE,JNE Express
Paket belum sampai,https://tanyapaket.cekresi.com/question/paket-belum-sampai-2452/,paket saya dengan nomer resi JD0377183625 belum sampai tapi diketerangan tertulis delivered per 18 maret 2024 jam 08.51,JNT Express
ko saya cek di maps sudah tutup permanen?,https://tanyapaket.cekresi.com/question/ko-saya-cek-di-maps-sudah-tutup-permanen/,Nomer resi 005240313448,SICEPAT
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7902/,"bisa dibantu percepatan untuk paket nomer resi JP6538027757, 3 Hari tidak ada update, terimakasih",JNT Cargo
"STATUS DELIVERED, TAPI PENERIMA BUKAN YANG DITUJU",https://tanyapaket.cekresi.com/question/status-delivered-tapi-penerima-bukan-yang-dituju/,"Nomor resi : 083420002447124 Status delivered per 14.03.2024 atas nama YUNIAR, namun disini tidak ada yang bernama YUNIAR dan kami belum menerima paket tersebut.",JNE Express
Paket stuk,https://tanyapaket.cekresi.com/question/paket-stuk-6/,"Kenapa paket saya tidak jalan padahal pengiriman antar lampung tapi pengirimannya lama sekali, no resi TLJR3D1C6NYGRCGF",JNE Express
Rute pengiriman,https://tanyapaket.cekresi.com/question/rute-pengiriman/,"Status rute pengiriman masih di jkt, belum nyampe kota tujuan tapi status selanjutnya sedang dalam pengiriman kurir.",Ekspedisi Lainnya
004288581983,https://tanyapaket.cekresi.com/question/004288581983/,004288581983,SICEPAT
paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7901/,"kenapa paket saya stuk di sumber padahal kirim dari tanggak 14, ambil pengiriman 2hari sampe tp udah 2hari gasampe sampe dan stuk aja dikp penggung resi 257600000830224 padahal urgent malah kaya gini,",JNE Express
IDS903639923677,https://tanyapaket.cekresi.com/question/ids903639923677/,Paketan saya kenapa gagal pengiriman/masalah dalam pengiriman,ID Express
Paket j&t carglo saya sudah sampai di kota saya apakah besok akan dikirim?,https://tanyapaket.cekresi.com/question/paket-jt-carglo-saya-sudah-sampai-di-kota-saya-apakah-besok-akan-dikirim/,Paket j&t carglo saya sudah sampai di kota saya apakah besok akan dikirim?,JNT Cargo
STATUS On Process INPUT TANGGAL KOSONG,https://tanyapaket.cekresi.com/question/status-on-process-input-tanggal-kosong/,MOHON INFORMASINYA UNTUK STATUS ON PROCESS DENGAN INPUT TANGGAL KOSONG APA BARANG DALAM PENGIRIMAN? ATAU INI KASUS PENIPUAN DALAM PENGIRIMAN BARANG?,ID Express
Cek resi JD0377622488,https://tanyapaket.cekresi.com/question/cek-resi-jd0377622488/,No resi JD0377622488 Tlong di cek kak Jne express,JNE Express
8811622400500198,https://tanyapaket.cekresi.com/question/8811622400500198/,Paket saya sudah nyampek mana,JNE Express
Paket saya tidak bergerak. Dan sudah melewati estimasi waktu.,https://tanyapaket.cekresi.com/question/paket-saya-tidak-bergerak-dan-sudah-melewati-estimasi-waktu/,"Selamat siang, A/n pengirim : Agis Dengan no. Resi : JD0376311762 Status tidak berubah mulai tanggal 14 yang berarti paket saya tidak bergerak. Mohon tanggapannya?",JNT Express
paket tidak bergerak dari 14 maret,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-14-maret/,"sudah 3 hari paket tidak bergerak di jogjakarta dc, apakah ada masalah??",Shopee Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7900/,Dsri kemarin sampai sekarang,JNT Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7899/,"Paket saya dengan no resi JT61474184820 jne trucking dengan keterangan sebagai berikut 12-03-2024 23:14	DEPARTED FROM TRANSIT [SUX, RITZGATE – MUNCUL] 14-03-2024 14:53	DEPARTED FROM TRANSIT [GATEWAY, BULKHUB] paket saya tidak bergerak Mohon di tindak lanjutin Terimah kasih",JNE Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7898/,"Paket tidak bergerak dari tgl 14 Maret sampai dengan tgl hari ini 16 maret, hanya ada info dibawa sigesit",SICEPAT
"Resi tidak terdaftar, beli ditiktok. Jln ditempat. 570001224188",https://tanyapaket.cekresi.com/question/resi-tidak-terdaftar-beli-ditiktok-jln-ditempat-570001224188/,570001224188,JNT Cargo
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7897/,Paket jne saya tidak bergerak sudah 3 hari. Status terakhir di gateway bulkhub tgl 13 Maret 2023,JNE Express
Kenapa nomor resi saya tidak dapat dilacak? Padahal kemarin bisa. Nomor resi 067950003674422,https://tanyapaket.cekresi.com/question/kenapa-nomor-resi-saya-tidak-dapat-dilacak-padahal-kemarin-bisa-nomor-resi-067950003674422/,Nomor resi saya tidak dapat dilacak 067950003674422,JNE Express
Paket Tidak Bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7896/,"Paket saya dengan nomor resi 120250004324024 ngestuck dan ga jalan sudah 2 hari, kira-kira itu kenapa dan solusi nya bagaimana?",JNE Express
Pengambilan paket ditempat yg tdk sesuai dengan alamat pengiriman,https://tanyapaket.cekresi.com/question/pengambilan-paket-ditempat-yg-tdk-sesuai-dengan-alamat-pengiriman/,Pengambilan barang tidak sesuai dengan alamat pengiriman barang,JNT Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7895/,Berhenti di transit hub,Anteraja
Resi 280450009790423 gk jalan,https://tanyapaket.cekresi.com/question/resi-280450009790423-gk-jalan/,Tolong cepet 280450009790423,JNE Express
paket saya belum sampai,https://tanyapaket.cekresi.com/question/paket-saya-belum-sampai-157/,"kak paket saya udah 5 hari ga nyampe, keterangannya masih siap diambil kurir padahal udah mau seminggu, tolong bantu ka no resi 24030012780, kalo expedisinya saya kurang tau soalnya gaada keterangannya kak",JNE Express
Delivered tapi belum terkirim,https://tanyapaket.cekresi.com/question/delivered-tapi-belum-terkirim-2/,"resi JP6664282991 sebelumnya ada kendala paket berkali-kali gagal kirim dan berhari-hari di reschedule. kemarin tiba-tiba paket dinyatakan terkirim tapi saya BELUM MENERIMA SAMA SEKALI PAKETNYA, mana paket saya??? !!!!!!!!!!!",JNT Express
Gimana caranya saya visa tahu paket saya sedangkan resi saya tidak bisa di lacak,https://tanyapaket.cekresi.com/question/gimana-caranya-saya-visa-tahu-paket-saya-sedangkan-resi-saya-tidak-bisa-di-lacak/,alifchaerulanam2@gmail.com,ID Express
Paket dari alahan panjang tidak bergerak,https://tanyapaket.cekresi.com/question/paket-dari-alahan-panjang-tidak-bergerak/,Jd0376169464,JNT Express
Kapan paket sampai?,https://tanyapaket.cekresi.com/question/kapan-paket-sampai-25/,"Kapan paket saya sampai dengan nomor resi  090010027277424,ekspedisi JNE YES",Ekspedisi Lainnya
status paket tidak berubah dari tgl 9 dan tidak ada update paket dimana selama 6 hari,https://tanyapaket.cekresi.com/question/status-paket-tidak-berubah-dari-tgl-9-dan-tidak-ada-update-paket-dimana-selama-6-hari/,status paket tidak berubah dari tgl 9 dan tidak ada update paket dimana selama 6 hari,JNT Express
status paket gak berubah,https://tanyapaket.cekresi.com/question/status-paket-gak-berubah-4/,sudah 5 hari status paket belum berubah. padahal kata seller nya udh di pick up dari tgl 11 maret.,Ekspedisi Lainnya
PAKET TIDAK BERGERAK,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7894/,"Halo ka, paket saya dengan nomor resi JP3327894040 tidak bergerak dari tanggal 12 maret 2024. Kira kira ada kendala apa ya ?",JNT Express
Paket tidak bergerak dari tanggal 11 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tanggal-11-maret-2024/,TLJC3D6269YGEDDL,JNE Express
belum sampai sudah telat lama,https://tanyapaket.cekresi.com/question/belum-sampai-sudah-telat-lama/,"estimasi pengiriman dari tangerang 5 hari dari tgl 6 maret, sampai hari ini belum sampai dan tidak ada pergerakan dan konfirmasi",JNE Express
PAKET BELUM DITERIMA,https://tanyapaket.cekresi.com/question/paket-belum-diterima-385/,"Mohon informasi paket dgn RESI No.1306244403 blm diterima smp skg , tapi diketerangan tdk ada orang, pada hal kami ada di rumah tgl.14 Maret 2024 , knp pihak JNT tdk menelpon pemilik paket .mohon agar paket tsb segera diantar ke alamat . Jl.Kusuma Bangsa III Perumahan Sepakusuma no.5 Denpasarpihak JNT juga sdh saya email tdk ada respon , saya telepon juga gak diangkat . bagaimana pelayanan JNT ??????",JNT Express
Paket tidak bisa dilacak,https://tanyapaket.cekresi.com/question/paket-tidak-bisa-dilacak-165/,"Halo. Paket saya dr tanggal 13/03-2024 sampai sekarang tidak bisa dilacak paketnya dengan nomor resi : 040230009554524 Perihal dengan itu, mohon untuk segera di proses agar pengirim dan penerima tidak terjadi kecurigaan. Terima kasih.",JNE Express
Pengirim paket sal,https://tanyapaket.cekresi.com/question/pengirim-paket-sal/,"Saya ngirim paket dari bandar lampung tujuan ke kabupaket OKI,nah kenapa paket saya malah dibawak kejakarta,kan jadi nambah lama tuh nyampe bulak balik pula",JNE Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7893/,paket saya tidak bergerak selama 5 hari,JNT Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7892/,Paket tidak bergerak di TH Kebayoran Lama dengan nomor resi IDD903140341147 dari ID EXPRESS,ID Express
Paket tidak bergerak sudah lebih dari 1 hari ( JNE YES ),https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-sudah-lebih-dari-1-hari-jne-yes/,"Saya menggunakan layanan JNE Yes yang seharusnya 1 hari sampai, namun paket saya tidak bergerak selama satu hari terakhir. No Resi: TLJE3DL0RNYGJL4QMohon bantuannya, terimakasih",JNE Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7891/,Kenapa paket saya dari tanggal 13 tidak bergerak,JNT Express
NLIDAP1741871759,https://tanyapaket.cekresi.com/question/nlidap1741871759/,Perjalanan paket tidak bisa di lacak,Lazada Express (LEX)
Paket tidak bergerak dari 12 Maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-12-maret-2024/,Paket tidak bergerak sejak tanggal 12 Maret 2024,JNE Express
Paket tidak berjalan,https://tanyapaket.cekresi.com/question/paket-tidak-berjalan-139/,Nomor resi: 10008506208681,Anteraja
Paket saya tidak bergerak,https://tanyapaket.cekresi.com/question/paket-saya-tidak-bergerak-246/,Paket saya dengan nomor resi JNEB-1011654738 tidak kunjung sampai dengan keterangan mengalami masalah pengiriman,Ekspedisi Lainnya
Paket saya ada di mana,https://tanyapaket.cekresi.com/question/paket-saya-ada-di-mana-2/,Paket saya ada di mana. Saya mau ambil sendiri aja paket saya.. no resi. JT92882444719,JNE Express
Paket saya belum sampai tapi di keterangan sudah diterima pihak keluarga,https://tanyapaket.cekresi.com/question/paket-saya-belum-sampai-tapi-di-keterangan-sudah-diterima-pihak-keluarga/,JD0375228967,JNT Express
paket tidak bergerak dari tgl 10 maret,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tgl-10-maret/,paket tak kunjung sampaipengiriman dari tgl 9 maret.JNE 542560001389824capek nunggu bosq!?,JNE Express
"Paket Stuck di Pontianak DC, dan Update terbarunya tidak jelas!",https://tanyapaket.cekresi.com/question/paket-stuck-di-pontianak-dc-dan-update-terbarunya-tidak-jelas/,"paket saya tidak bergerak! Dan update terbaru paket saya tidak akurat dan bikin bingun, tambah lagi kesal! Mohon di bantu, apakah bisa dikirim sesuai estimasi yang sudah ditentukan! Ini barang tidak di antar hingga alamaauh, Bagaimana ini?",Shopee Express
"paket JNE tidak bergerak, nomor resi TKP01-TGMQ8QUD",https://tanyapaket.cekresi.com/question/paket-jne-tidak-bergerak-nomor-resi-tkp01-tgmq8qud/,"paket jne tidak bergerak, nomor resi TKP01-TGMQ8QUD",JNE Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7890/,"Paket dengan nomer resi JX0212821073 tidak bergerak dari tanggal 11 maret 2024, kalo ada nomer cs jnt balaraja boleh dibagi",JNT Express
Paket tidak bergerak dari 08 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-08-maret-2024/,"Selamat Siang, mau tanya untuk dokumen yang di kirim dari Denpasar ke surabaya dengan nomer resi JD0374768905 sampai sekarang belum sampai itu ada kendala apa ya ?",JNT Express
paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7889/,paket  resi no. 300070006209124 JNE tidak bergerak,JNE Express
Paket Tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7888/,No paket JP4814696122 tidak bergerak dari tanggal 11 Maret,JNT Express
"Cek resi JNE tidak muncul, bisa dibantu?",https://tanyapaket.cekresi.com/question/cek-resi-jne-tidak-muncul-bisa-dibantu/,No resi : 0608082400034496 Ekspedisi : JNE,JNE Express
paket tidak sampai resi JP9793448051,https://tanyapaket.cekresi.com/question/paket-tidak-sampai-resi-jp9793448051/,"paket saya tidak sampai padahal keterangannya sudah sampai, saya harus menghubungi customer service via apa ya?",JNT Express
paket tidak bergerak dari 8 maret,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-8-maret/,paket tidak bergerak dari 8 maret,JNT Cargo
Tanya paket,https://tanyapaket.cekresi.com/question/tanya-paket-2692/,Paket saya sampe mana soalnya di keterangan tidak jelas,F A Q
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7887/,Paket dengan nomer resi 021380001083024 tidak bergerak setelah 1 hari di kirim,JNE Express
Paket tidak berjalan sudah 6 hari masih stuck,https://tanyapaket.cekresi.com/question/paket-tidak-berjalan-sudah-6-hari-masih-stuck/,Paket tidak berjalan sudah 6 hari masih stuck di surabaya no resi JP1091735399,JNT Express
paket say kemapa sudah sampai bandar lampung tetapi balik lagi diantar ke jakarta,https://tanyapaket.cekresi.com/question/paket-say-kemapa-sudah-sampai-bandar-lampung-tetapi-balik-lagi-diantar-ke-jakarta/,kenapa paket saya sudah tiba di alamat saya bandar lampung tetapi dikirim lagi kenpalembang dan ke jakarta?,JNT Express
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7886/,Maaf mau tanya paket dg resi 021180006105524 tidak bergerak,JNT Cargo
Laporan pengiriman tidak bergerak,https://tanyapaket.cekresi.com/question/laporan-pengiriman-tidak-bergerak/,"Estimasi pengiriman tiba tgl 9-13 Maret, tetapi Dari tgl 8 Maret sampai sekarang laporan tidak update, tolong donk di bantu,ini no resinya JX0191064093 kalau memang ada kendala, kasih informasi donk kendalanya apa biar saya tau,",JNT Express
Keterlambatan pick up,https://tanyapaket.cekresi.com/question/keterlambatan-pick-up/,TOLONG KURIR NYAAA YG BNR jadwal pick up jam 6-11 malam sampai 23.20 blm ada KURIR,JNE Express
